Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I12440,I12440,577 (10192),petrous (CBD),2021,FowlerOlaldeNature2021,"Context: Date(s) from same site (I13893, I21389, I13898, I13892)",5600,173,3950-3350 BCE,adult,England_N_Megalithic_son.I30300.son.I30302.brother.I30299,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,1240K,1,2.142237,692958,384361,M,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",I-Y3709,I2a1b1a1a1,373.5,K2b1,"[0.989,0.999]",0.12,0.4,ds.half,S12440.Y1.E1.L1,PASS_PUBLISHED,..
I13888,I13888,1103 (9851),petrous,2021,FowlerOlaldeNature2021,"Context: Date(s) from same site (I13893, I21389, I13898, I13892)",5600,173,3950-3350 BCE,child ,England_N_Megalithic_son.I12437.brother.I21393.I30302,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,1240K,1,2.851294,798524,441582,F,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",n/a (female),n/a (female),645.9,K1b1a,"[0.993,1.000]",0.09,0.006,ds.half,S13888.Y1.E2.L1,QUESTIONABLE_PUBLISHED,..
I13889,I13889,1104 (10213),petrous,2021,FowlerOlaldeNature2021,Direct: IntCal20,5624,27,"3751-3636 calBCE (4895±25 BP, PSUAMS-9671)",23-35 ,England_N_Megalithic,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,1240K,1,2.943467,832588,459822,F,n/a (no relatives detected),n/a (female),n/a (female),462.5,K1b1a1d,"[0.983,0.998]",0.114,0.007,ds.half,S13889.Y1.E2.L1,PASS_PUBLISHED,..
I13890,I13890,"1105 (7403) | Individual i  (4778, HBG HN 81/82, 18/ South Passage, ind i)","petrous, bone (cranial)",2021,FowlerOlaldeNature2021,"Context: Date(s) from same site (I13893, I21389, I13898, I13892)",5600,173,3950-3350 BCE,child,England_N_Megalithic,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,"1240K, Twist1.4M",2,3.668973,807869,447030,M,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",..,..,573.246364,T2e1,"[0.985,0.996]",0.087,0.392,"ds.half,ds.half","S13890.Y1.E2.L1,S30329.Y1.E1.L1",PASS_PUBLISHED,..
I13891,I13891,"1106 (11062) | 20935 (tooth 20935, HBG HN 81/82, 323 soil sample/ South entrance)","petrous, tooth (canine)",2021,FowlerOlaldeNature2021,Direct: IntCal20,5526,36,"3640-3528 calBCE (4800±25 BP, PSUAMS-9672)",5-6,England_N_Megalithic,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,"1240K, Twist1.4M",2,1.442173,712946,392761,M,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",..,..,446.204358,U5b1+16189+@16192,"[0.984,0.998]",0.105,0.387,"ds.half,ds.half","S13891.Y1.E2.L1,S30313.Y1.E1.L1",PASS_PUBLISHED,..
I13892,I13892,1107 (5142),petrous,2021,FowlerOlaldeNature2021,Direct: IntCal20,5677,67,"3932-3637 calBCE (4940±50 BP, GrA-24506)",3-4 ,England_N_Megalithic,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,1240K,1,2.16581,757353,419740,M,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",I-Y3709,I2a1b1a1a1,596.7,T2e1,"[0.995,1.000]",0.1,0.393,ds.half,S13892.Y1.E2.L1,PASS_PUBLISHED,..
I13893,I13893,1108 (5037-1) | P6416 (5037),petrous,2021,FowlerOlaldeNature2021,Direct: IntCal20,5517,62,"3653-3380 calBCE (4800±50 BP, GrA-24504)",c. 40,England_N_Megalithic,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,1240K,2,4.641,865674,474802,M,n/a (no relatives detected),I-Y3709,I2a1b1a1a1,540.239242,K1a4,"[0.98,0.996]",0.1,0.398456094,"ds.half,ss.half","S13893.Y1.E2.L1,S20820.Y1.E1.L1",PASS_PUBLISHED,..
I13896,I13896,1115 (12527) | P6415 (12527),petrous,2021,FowlerOlaldeNature2021,Direct: IntCal20,5486,77,"3632-3380 calBCE (4740±25 BP, PSUAMS-9673)",6-9,England_N_Megalithic_sister.I21395.daughter.I30332,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,1240K,2,1.127,648854,359517,F,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",n/a (female),n/a (female),348.031565,J1c1b1,"[0.981,0.995]",0.09,0.009907791,"ds.half,ss.half","S13896.Y1.E2.L1,S20819.Y1.E1.L1",PASS_PUBLISHED,..
I13897,I13897,"1122 (5120) | Individual B (4365, HBG HN 81/82, North entrance, Ind B)","petrous, mandible (tooth)",2021,FowlerOlaldeNature2021,"Context: Date(s) from same site (I13893, I21389, I13898, I13892)",5600,173,3950-3350 BCE,3-6 months,England_N_Megalithic,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,"1240K, Twist1.4M",2,4.261304,792769,438968,M,n/a (no relatives detected),..,..,783.156678,V,"[0.98,0.997]",0.07,0.398,"ds.half,ds.half","S13897.Y1.E2.L1,S30314.Y1.E1.L1",PASS_PUBLISHED,..
I13898,I13898,"1123 (5199) | P6466 (5199) | 6790 (tooth 6790, HBG HN 81/82, 267/ North entrance)","petrous, tooth, tooth (premolar)",2021,FowlerOlaldeNature2021,Direct: IntCal20,5569,65,"3764-3521 calBCE (4850±50 BP, GrA-24508)",33-60 ,England_N_Megalithic_son.I30334,"England, Gloucestershire, Cheltenham, Hazleton North",United Kingdom,51.861211,-1.883011,Repulldown on 3.2M snpset,"1240K, Twist1.4M",3,4.925272,991673,538260,M,"United Kingdom, England, Gloucestershire, Cheltenham, Hazleton North Family A (27 Members) (I30300 is the father of I21388,I12437,I12440,I30299,I12438; I21387, I13890 have a 3d relationship;I30300 have a 2d relationship with I13891,I30311,I21389,I13888,I21393,I30304,I30332;I30300 have a 3d relationship with I12439, I21395 and I13896;I30300 have a 4d relationship with I13890;I30334 is the mother of I13898 and I12437; I30334 have a 2d relationship with I21392,I21389,I13888,I21393,I30304;I21392 has a 3d relationship with I13898 and I12437; I30299 is the brother of I12440; I30302 is the mother of I12440 and I30299;I30302 has a 2d relationship with I13891 and I30311;I30311 and I13891 are brothers;I30304 is the brother of I21393 and I13888; I12440 and I30299;I21393, I13898 have a 3d or more distant relationship; I13898, I21393 have a 3d relationship; I21388, I21395 have a 3d or more distant relationship; I21393, I12440 have a 3d relationship; I21388, I13888 have a 3d relationship; I21395, I13888 have a 3d or more distant relationship; I21388, I13895 have a 2d relationship; I21388, I12438/I21397 have a 2d relationship; I21389, I12438 have a 3d relationship; I21395, I13896 are siblings; I21395, I13890 have a 3d or more distant relationship; I21389, I13891 have a 3d or more distant relationship; I21393, I12439 have a 2d relationship; I13895-I21390 are son-mother; I21389, I13888 have a 2d relationship; I13898, I21389 have a 3d relationship; I21388, I20821 have a 3d or more distant relationship; I21395, I12437 have a 3d or more distant relationship; I21389-I12437 are son-father; I21393-I12437 are son-father; I21393, I13891 have a 3d or more distant relationship; I21389, I21393 have a 2d relationship; I30304, I21393 have a 2d relationship; I21385, I13890 have a 3d or more distant relationship; I21395, I12440 have a 3d or more distant relationship; I21395, I12438 have a 2d relationship; I21388, I12440 have a 2d relationship; I21385-I21387 are son-mother; I21388, I12437 have a 2d relationship; I21389, I12439 have a 3d or more distant relationship; I21385, I13896 have a 3d relationship; I21389, I12440 have a 3d relationship; I21395, I13891 have a 3d or more distant relationship; I21389, I21395 have a 3d or more distant relationship; I21393, I21395 have a 3d or more distant relationship; I21388-I21390 are son-mother; I13898, I12437 have a 2d relationship; I21387, I13896 have a 2d relationship; I21390, I20821 have a 2d relationship; I21393, I12438 have a 3d relationship; I13898, I13888 have a 3d relationship; I21388, I21393 have a 3d relationship; I21388, I21389 have a 3d relationship; I21387, I21395 have a 2d relationship; I21385, I21395 have a 3d relationship; I21393, I13888 are siblings; I30332 is the son of SC3m and SC4f;I30332 is the father of I21395 and I13896)",..,..,434.65707,K1a3a1,"[0.978,0.994]",0.091,0.396,"ds.half,ds.half,ds.half","S13898.Y1.E2.L1,S21386.Y1.E2.L1,S30340.Y1.E1.L1",PASS_PUBLISHED,..
